,mainVariableName,sub0,sub1,sub2
138,0,2,5,2
139,0,5,3,4
140,0,5,1,4
141,2,3,4,1
142,2,0,3,2
143,2,5,3,3
144,1,5,4,4
145,1,4,4,3
146,1,4,1,3
147,1,2,2,2
148,1,5,4,3
149,1,4,4,2
150,2,2,4,3
151,2,6,5,1
152,2,0,3,3
153,1,4,4,3
154,1,4,5,3
155,1,4,5,3
156,0,3,1,5
157,0,5,2,3
158,0,0,1,4
159,1,4,5,3
160,1,5,1,4
161,1,6,5,4
162,1,5,0,0
163,1,2,1,3
164,1,4,1,3
165,1,6,6,3
166,1,6,1,3
167,1,5,1,3
168,0,6,5,4
169,0,1,1,2
170,0,2,1,1
171,0,6,1,5
172,0,1,5,6
173,0,0,5,0
174,0,5,4,2
175,0,0,1,5
176,0,0,0,5
177,0,3,0,3
178,0,0,4,1
179,0,1,4,1
180,1,5,4,3
181,1,6,4,3
182,1,4,5,3
183,1,0,5,0
184,1,0,1,3
185,1,2,2,3
186,0,1,0,5
187,0,5,4,1
188,0,5,0,1
189,0,0,5,6
190,0,4,2,3
191,0,5,4,5
192,0,5,6,4
193,0,3,5,4
194,0,4,5,4
195,1,5,3,0
196,1,0,2,4
197,1,5,2,4
198,1,5,2,3
199,1,3,5,3
200,1,0,4,3
201,1,4,5,1
202,1,4,6,3
203,1,4,6,3
204,1,5,2,3
205,1,2,2,3
206,1,0,2,1
207,1,1,4,3
208,1,4,6,4
209,1,0,2,1
210,1,0,0,1
211,1,3,2,1
212,1,1,2,1
213,0,3,0,4
214,0,1,0,1
215,0,5,5,1
216,0,2,5,1
217,0,2,6,1
218,0,2,6,1
219,1,0,5,1
220,1,4,5,0
221,1,5,4,3
222,0,5,5,1
223,0,1,0,1
224,0,0,2,1
225,0,5,6,1
226,0,1,4,4
227,0,0,5,1
228,1,2,5,1
229,1,5,5,1
230,1,3,4,1
231,1,5,5,3
232,1,1,1,1
233,1,6,4,4
234,1,2,3,0
235,1,1,5,1
236,1,4,5,0
237,2,0,1,3
238,2,1,1,4
239,2,5,1,0
240,2,4,3,4
241,2,3,1,2
242,2,2,6,0
243,2,6,5,0
244,2,3,6,3
245,2,4,4,2
246,2,6,2,3
247,2,0,5,4
248,2,1,6,5
249,2,3,1,3
250,2,3,5,5
251,2,0,3,5
252,2,3,5,3
253,2,4,2,2
254,2,0,0,3
255,2,3,0,2
256,2,2,5,5
257,2,4,3,1
258,0,0,0,1
259,0,5,4,5
260,0,5,0,5
261,2,1,3,1
262,2,4,5,5
263,2,2,5,5
264,1,3,0,4
265,1,4,3,4
266,1,1,7,1
267,2,3,4,2
268,2,2,3,0
269,2,4,5,4
270,1,1,4,5
271,1,1,3,5
272,1,0,7,5
273,1,0,5,5
274,1,1,1,2
275,1,0,4,3
276,0,5,4,4
277,0,2,3,4
278,0,3,5,4
279,0,1,0,4
280,0,4,5,2
281,0,3,6,4
282,1,4,7,0
283,1,2,5,4
284,1,4,6,2
285,1,5,1,4
286,1,5,6,1
287,1,5,5,3
288,0,4,5,4
289,0,1,4,4
290,0,4,0,1
291,0,2,1,1
292,0,4,3,1
293,0,6,3,5
294,0,2,3,2
295,0,6,1,1
296,0,4,4,1
297,1,0,5,0
298,1,1,5,2
299,1,5,7,1
300,0,4,2,3
301,0,4,1,1
302,0,4,5,5
303,1,2,7,5
304,1,5,7,1
305,1,1,4,0
306,1,1,2,3
307,1,0,5,1
308,1,2,4,1
309,1,2,6,0
310,1,1,1,3
311,1,2,1,3
312,1,1,2,4
313,1,5,6,2
314,1,4,2,2
315,1,1,1,4
316,1,2,0,4
317,1,5,2,4
318,1,1,6,5
319,1,1,1,3
320,1,5,4,4
321,0,2,3,1
322,0,3,5,5
323,0,6,6,5
324,0,5,3,5
325,0,5,4,3
326,0,2,1,2
327,0,2,0,5
328,0,2,0,3
329,0,2,4,5
330,0,2,1,5
331,0,5,1,5
332,0,5,4,6
333,1,5,1,4
334,1,1,6,5
335,1,4,2,1
336,0,5,1,5
337,0,0,4,5
338,0,3,2,4
339,1,0,1,0
340,1,4,0,5
341,1,1,6,3
342,2,3,1,6
343,2,6,3,3
344,2,3,2,4
345,1,1,6,0
346,1,1,6,5
347,1,1,2,2
348,1,6,2,5
349,1,2,2,5
350,1,1,2,4
351,0,3,1,5
352,0,6,3,1
353,0,2,1,3
354,2,0,5,2
355,2,2,3,5
356,2,6,2,1
357,1,1,2,6
358,1,0,2,5
359,1,1,2,2
360,0,1,1,1
361,0,2,5,6
362,0,0,5,1
363,0,6,3,3
364,0,0,5,3
365,0,5,1,3
366,2,3,1,3
367,2,0,3,1
368,2,2,1,0
369,0,3,1,3
370,0,5,3,3
371,0,3,6,3
372,0,2,5,2
373,0,2,1,3
374,0,0,3,3
375,0,6,3,3
376,0,0,5,1
377,0,2,6,6
378,2,0,3,6
379,2,0,5,4
380,2,1,0,4
381,0,4,3,4
382,0,2,0,1
383,0,4,0,1
384,0,2,5,6
385,0,3,6,5
386,0,3,5,5
387,2,5,3,1
388,2,2,5,1
389,2,5,3,2
390,0,5,6,3
391,0,4,5,3
392,0,4,6,3
393,0,2,0,2
394,0,4,3,4
395,0,2,3,3
396,2,1,2,6
397,2,0,4,5
398,2,6,3,2
399,2,0,1,5
400,2,2,4,4
401,2,3,1,0
402,0,1,5,4
403,0,4,6,3
404,0,3,5,1
405,0,0,1,4
406,0,2,3,1
407,0,4,6,1
408,0,5,1,3
409,0,5,0,1
410,0,1,6,5
411,3,0,1,0
412,3,1,1,1
413,3,1,0,0
414,0,0,4,3
415,0,4,3,3
416,0,2,3,3
417,3,0,1,0
418,3,1,0,1
419,3,2,0,1
420,0,0,5,5
421,0,6,1,3
422,0,5,2,5
423,2,1,5,0
424,2,3,3,4
425,2,6,2,3
426,1,4,2,5
427,1,2,1,3
428,1,2,1,6
429,1,4,6,0
430,1,5,2,3
431,1,5,6,5
432,2,3,5,0
433,2,3,2,2
434,2,3,3,2
435,0,6,4,3
436,0,2,4,5
437,0,6,4,3
438,3,2,2,0
439,3,3,2,2
440,3,3,0,2
441,3,4,2,2
442,3,3,3,1
443,3,2,2,3
444,2,1,2,5
445,2,4,2,3
446,2,3,2,2
447,2,6,3,3
448,2,5,1,1
449,2,2,3,0
450,3,1,1,2
451,3,1,2,2
452,3,4,2,2
453,1,4,5,3
454,1,4,1,1
455,1,5,2,0
456,1,4,4,5
457,1,0,4,1
458,1,3,4,0
459,2,6,4,2
460,2,5,0,2
461,2,1,4,5
462,1,5,4,3
463,1,0,2,3
464,1,3,2,4
465,3,1,2,2
466,3,2,2,3
467,3,1,2,2
468,0,3,5,6
469,0,0,0,3
470,0,2,3,3
471,2,3,5,4
472,2,2,2,4
473,2,4,2,4
474,1,0,6,1
475,1,1,2,1
476,1,5,4,6
477,2,1,2,3
478,2,3,2,4
479,2,5,2,1
480,1,0,6,1
481,1,0,2,5
482,1,0,2,5
483,3,5,0,4
484,3,1,1,3
485,3,5,1,4
486,3,2,1,1
487,3,5,1,2
488,3,2,2,2
489,0,4,5,5
490,0,4,1,3
491,0,5,4,5
492,1,1,4,1
493,1,1,2,3
494,1,1,6,6
495,0,2,3,3
496,0,4,1,2
497,0,6,3,3
498,1,1,3,0
499,1,0,6,2
500,1,4,2,0
501,1,4,2,0
502,1,2,7,5
503,1,4,2,5
504,0,0,4,3
505,0,2,4,3
506,0,2,1,3
507,3,2,3,5
508,3,4,1,3
509,3,2,1,2
510,3,0,4,4
511,3,5,4,2
512,3,2,4,5
513,3,4,1,1
514,3,0,4,5
515,3,4,4,5
516,1,1,2,0
517,1,1,3,0
518,1,0,4,4
519,1,5,3,1
520,1,5,2,2
521,1,1,7,5
522,1,0,3,4
523,1,6,6,6
524,1,4,4,0
525,1,1,4,4
526,1,1,7,0
527,1,3,4,5
528,1,2,3,2
529,1,4,3,1
530,1,0,3,3
531,3,3,1,0
532,3,5,4,1
533,3,5,5,0
534,1,0,5,4
535,1,1,2,2
536,1,1,5,5
537,1,2,4,4
538,1,4,7,4
539,1,1,3,3
540,1,1,3,5
541,1,1,4,0
542,1,1,4,4
543,1,5,6,3
544,1,0,1,4
545,1,0,3,1
546,3,4,5,4
547,3,0,4,1
548,3,0,4,6
549,1,5,4,0
550,1,4,4,3
551,1,5,4,0
552,1,2,2,0
553,1,1,5,3
554,1,0,7,0
555,1,1,1,0
556,1,5,2,3
557,1,4,2,3
558,2,0,1,2
559,2,4,5,4
560,2,2,4,4
561,2,2,0,1
562,2,3,5,6
563,2,5,4,4
564,1,1,1,3
565,1,0,1,2
566,1,4,2,1
567,0,3,3,6
568,0,0,4,2
569,0,3,1,2
570,2,6,6,6
571,2,5,0,4
572,2,3,6,4
573,0,3,5,3
574,0,4,1,2
575,0,3,1,5
576,2,4,5,1
577,2,0,1,2
578,2,3,0,2
579,3,6,5,2
580,3,2,4,1
581,3,6,4,6
582,0,1,1,5
583,0,5,1,5
584,0,4,4,5
585,3,6,4,3
586,3,2,5,5
587,3,5,3,3
588,2,3,5,1
589,2,1,6,3
590,2,1,3,0
591,1,1,1,4
592,1,2,4,3
593,1,2,2,6
594,2,0,0,2
595,2,3,4,4
596,2,3,5,0
597,0,4,1,5
598,0,6,2,5
599,0,3,4,5
600,3,5,3,4
601,3,4,0,6
602,3,3,1,5
603,2,2,0,5
604,2,3,2,2
605,2,0,1,4
606,3,5,5,1
607,3,4,5,6
608,3,3,5,1
609,0,3,1,3
610,0,4,4,0
611,0,4,2,1
612,3,3,3,0
613,3,0,5,1
614,3,4,3,5
615,0,4,4,1
616,0,3,4,6
617,0,0,4,6
618,2,2,2,2
619,2,0,5,1
620,2,0,0,6
621,2,2,0,3
622,2,5,0,3
623,2,0,0,2
624,1,1,1,1
625,1,2,0,5
626,1,2,2,0
627,0,5,4,3
628,0,4,4,1
629,0,3,4,3
630,0,6,2,3
631,0,3,4,5
632,0,1,3,5
633,2,6,4,3
634,2,6,3,3
635,2,3,5,2
636,2,2,0,5
637,2,2,4,2
638,2,4,1,2
639,1,2,2,6
640,1,4,3,1
641,1,1,4,1
642,2,5,2,4
643,2,0,0,4
644,2,0,2,2
645,0,2,0,5
646,0,4,2,5
647,0,1,3,0
648,0,3,6,2
649,0,3,2,2
650,0,4,4,5
651,0,3,1,1
652,0,4,3,6
653,0,4,4,6
654,3,0,0,1
655,3,4,1,4
656,3,5,0,1
657,3,0,1,2
658,3,0,1,1
659,3,2,1,3
660,0,4,2,5
661,0,5,1,2
662,0,4,1,2
663,2,3,5,2
664,2,4,5,2
665,2,3,0,3
666,2,5,4,0
667,2,6,1,6
668,2,0,2,1
669,3,0,5,4
670,3,0,0,3
671,3,3,4,2
672,2,4,0,4
673,2,3,0,2
674,2,1,4,5
675,2,5,3,1
676,2,3,5,2
677,2,2,2,4
678,3,0,2,1
679,3,0,4,1
680,3,3,0,5
681,2,4,4,0
682,2,0,4,1
683,2,1,5,3
684,2,3,1,6
685,2,5,0,4
686,2,5,2,6
687,2,4,1,2
688,2,0,5,4
689,2,0,4,4
690,2,3,0,3
691,2,1,1,4
692,2,4,6,1
693,2,1,5,1
694,2,2,1,4
695,2,1,2,2
696,2,2,5,2
697,2,0,1,2
698,2,4,0,2
699,3,0,4,1
700,3,3,5,4
701,3,0,5,2
702,3,2,3,4
703,3,4,3,6
704,3,3,0,1
705,3,0,2,1
706,3,3,3,3
707,3,6,2,1
708,2,3,2,4
709,2,1,3,1
710,2,4,1,2
711,1,0,7,6
712,1,5,2,4
713,1,6,4,4
714,2,1,1,0
715,2,5,2,2
716,2,5,1,0
717,3,5,0,0
718,3,4,0,4
719,3,3,2,4
720,1,4,7,4
721,1,5,4,0
722,1,4,6,5
723,2,2,2,2
724,2,3,2,6
725,2,3,1,6
726,2,3,3,2
727,2,4,1,2
728,2,3,0,4
729,0,3,2,4
730,0,0,3,1
731,0,0,2,2
732,1,5,2,4
733,1,4,2,1
734,1,5,4,3
735,0,0,4,1
736,0,4,2,3
737,0,0,0,2
738,2,0,1,2
739,2,4,0,2
740,2,6,4,0
741,3,4,0,1
742,3,4,4,1
743,3,2,6,3
744,3,1,4,4
745,3,6,0,0
746,3,4,6,1
747,1,0,4,2
748,1,1,2,3
749,1,5,3,2
750,3,3,6,0
751,3,1,3,3
752,3,1,4,4
753,2,4,1,5
754,2,4,0,0
755,2,4,0,5
756,2,4,4,2
757,2,4,3,5
758,2,5,4,5
759,3,4,0,4
760,3,5,2,0
761,3,1,4,1
762,1,1,3,2
763,1,4,4,5
764,1,0,3,3
765,0,3,6,5
766,0,4,0,4
767,0,4,6,6
768,1,0,4,3
769,1,4,0,2
770,1,2,2,5
771,0,2,6,3
772,0,3,4,4
773,0,0,4,2
774,3,5,6,1
775,3,3,2,1
776,3,2,2,4
777,0,4,4,4
778,0,2,2,3
779,0,3,6,2
780,3,1,1,4
781,3,1,0,0
782,3,5,4,3
783,2,1,4,2
784,2,1,3,0
785,2,4,3,0
786,2,4,3,2
787,2,4,3,2
788,2,5,1,1
789,2,5,4,4
790,2,5,0,0
791,2,4,3,4
792,3,4,5,0
793,3,4,3,4
794,3,4,5,0
795,0,0,6,3
796,0,4,2,0
797,0,4,4,6
798,1,5,7,6
799,1,2,5,3
800,1,0,4,4
801,1,4,5,3
802,1,3,2,2
803,1,0,4,3
804,1,4,6,1
805,1,1,3,4
806,1,1,3,2
807,3,4,5,2
808,3,1,2,0
809,3,4,5,3
810,3,2,0,4
811,3,2,3,0
812,3,1,1,5
813,3,4,4,3
814,3,1,0,1
815,3,2,0,5
816,3,6,4,3
817,3,5,2,0
818,3,4,3,4
819,3,2,1,2
820,3,1,5,3
821,3,1,5,4
822,3,3,4,1
823,3,5,2,4
824,3,5,3,4
825,3,3,4,3
826,3,3,4,5
827,3,2,5,5
828,2,4,3,4
829,2,4,6,3
830,2,1,0,2
831,0,4,3,1
832,0,6,2,5
833,0,0,3,4
834,0,2,2,5
835,0,3,3,1
836,0,0,2,2
837,0,0,6,3
838,0,4,1,1
839,0,2,2,3
840,0,5,2,1
841,0,4,2,3
842,0,2,4,1
843,0,2,5,3
844,0,2,4,5
845,0,4,6,1
846,1,1,6,1
847,1,5,7,1
848,1,0,3,5
849,2,5,0,2
850,2,1,1,0
851,2,1,1,1
852,1,5,3,5
853,1,1,6,4
854,1,1,3,1
855,0,3,5,3
856,0,1,2,5
857,0,1,0,2
858,2,4,1,5
859,2,1,1,1
860,2,2,0,2
861,0,0,4,4
862,0,0,3,5
863,0,0,5,2
864,1,1,4,2
865,1,0,2,1
866,1,1,1,5
867,2,4,4,0
868,2,4,4,0
869,2,4,4,2
870,2,4,6,0
871,2,1,2,6
872,2,1,6,1
873,2,0,3,1
874,2,5,4,1
875,2,6,4,1
876,1,6,7,1
877,1,5,2,6
878,1,1,1,1
879,3,5,3,5
880,3,1,2,4
881,3,0,5,4
882,1,5,4,4
883,1,5,6,5
884,1,5,1,2
885,2,4,3,6
886,2,1,3,2
887,2,1,2,2
888,2,2,4,2
889,2,6,3,2
890,2,1,5,3
891,2,4,6,6
892,2,4,3,2
893,2,6,3,1
894,2,1,0,2
895,2,1,2,3
896,2,4,3,1
897,1,0,3,1
898,1,0,2,1
899,1,5,6,4
900,3,3,4,4
901,3,5,2,3
902,3,5,4,5
903,3,4,3,1
904,3,6,5,3
905,3,3,3,1
906,3,1,3,4
907,3,4,2,6
908,3,1,4,2
909,1,0,1,5
910,1,3,4,0
911,1,5,4,2
912,0,2,4,4
913,0,0,3,5
914,0,6,0,2
915,1,5,3,0
916,1,4,2,1
917,1,4,4,1
918,3,1,6,4
919,3,3,2,3
920,3,3,3,1
921,3,3,3,6
922,3,1,5,0
923,3,5,5,5
924,1,4,4,0
925,1,4,2,1
926,1,6,3,1
927,2,0,3,2
928,2,0,2,3
929,2,0,1,1
930,3,1,5,3
931,3,4,5,1
932,3,3,2,4
933,2,3,5,5
934,2,0,4,6
935,2,4,1,3
936,2,0,3,2
937,2,1,0,2
938,2,1,3,3
939,3,5,3,4
940,3,4,0,0
941,3,2,5,3
942,3,1,4,2
943,3,3,5,0
944,3,1,5,6
945,3,1,4,0
946,3,0,5,0
947,3,2,1,4
948,3,1,0,3
949,3,2,3,0
950,3,1,4,2
951,0,0,2,4
952,0,2,1,5
953,0,0,5,0
954,2,1,6,3
955,2,1,1,1
956,2,1,0,1
957,0,5,0,5
958,0,0,0,4
959,0,4,1,2
960,2,1,2,4
961,2,0,2,1
962,2,4,4,1
963,3,3,0,4
964,3,2,2,3
965,3,2,0,0
966,1,0,4,2
967,1,0,7,2
968,1,5,1,1
969,1,1,3,0
970,1,2,4,5
971,1,1,4,1
972,2,4,0,2
973,2,0,5,1
974,2,0,0,2
975,3,2,1,3
976,3,3,2,0
977,3,2,0,6
978,3,3,0,5
979,3,3,5,3
980,3,5,0,5
981,2,4,2,6
982,2,2,4,2
983,2,2,0,4
984,1,4,5,5
985,1,0,4,5
986,1,2,4,4
987,3,1,2,3
988,3,4,2,6
989,3,0,1,1
990,1,2,5,3
991,1,5,4,5
992,1,5,3,1
993,0,0,2,4
994,0,0,5,5
995,0,5,5,3
996,2,4,2,1
997,2,2,1,4
998,2,0,5,2
999,1,5,3,2
1000,1,5,3,1
1001,1,1,3,0
1002,3,4,3,3
1003,3,5,1,3
1004,3,5,0,3
1005,1,6,3,0
1006,1,4,1,1
1007,1,1,3,1
1008,2,4,2,2
1009,2,1,3,1
1010,2,4,2,2
1011,0,1,6,4
1012,0,6,4,5
1013,0,3,3,1
1014,0,2,2,0
1015,0,3,0,3
1016,0,3,0,3
1017,1,0,2,5
1018,1,0,6,6
1019,1,3,3,1
1020,1,2,1,1
1021,1,0,6,3
1022,1,2,7,4
1023,2,2,6,2
1024,2,4,3,6
1025,2,1,1,6
1026,2,0,0,4
1027,2,2,6,6
1028,2,2,2,3
1029,1,0,1,4
1030,1,2,4,4
1031,1,1,1,3
1032,1,0,0,2
1033,1,0,2,2
1034,1,5,3,2
1035,0,2,5,0
1036,0,5,5,3
1037,0,0,2,3
1038,1,0,5,4
1039,1,5,3,0
1040,1,6,0,4
1041,2,2,2,1
1042,2,4,0,2
1043,2,3,3,1
1044,1,0,0,2
1045,1,2,1,5
1046,1,0,5,4
1047,1,5,0,0
1048,1,5,4,3
1049,1,5,3,6
1050,0,4,3,4
1051,0,3,5,1
1052,0,3,2,3
1053,1,0,0,3
1054,1,1,3,5
1055,1,5,2,0
1056,1,0,0,1
1057,1,2,0,4
1058,1,0,1,1
1059,1,6,3,0
1060,1,4,5,5
1061,1,0,0,5
1062,2,0,0,2
1063,2,6,3,2
1064,2,2,5,2
1065,1,4,0,0
1066,1,2,0,6
1067,1,0,4,3
1068,1,2,4,0
1069,1,3,0,3
1070,1,2,2,4
1071,0,2,3,1
1072,0,4,3,3
1073,0,1,3,3
1074,1,5,2,2
1075,1,0,3,5
1076,1,3,3,4
1077,1,5,1,5
1078,1,1,2,1
1079,1,2,4,1
1080,1,4,3,2
1081,1,5,7,3
1082,1,3,3,2
1083,1,2,1,2
1084,1,1,2,2
1085,1,0,4,2
1086,1,2,4,1
1087,1,2,2,3
1088,1,6,2,1
1089,3,2,0,1
1090,3,3,4,3
1091,3,3,6,1
1092,3,5,6,3
1093,3,3,0,0
1094,3,5,1,5
1095,1,2,1,6
1096,1,1,2,1
1097,1,4,2,1
1098,3,5,0,5
1099,3,5,3,3
1100,3,2,0,4
1101,3,6,5,5
1102,3,5,0,3
1103,3,4,2,3
1104,4,1,0,1
1105,4,0,0,0
1106,4,0,1,1
1107,4,1,0,0
1108,4,1,0,2
1109,4,2,0,1
1110,2,5,1,2
1111,2,1,1,2
1112,2,2,4,3
1113,3,4,0,0
1114,3,5,0,5
1115,3,0,3,3
1116,1,1,5,2
1117,1,5,5,2
1118,1,4,0,1
1119,3,3,1,4
1120,3,3,0,1
1121,3,4,6,5
1122,4,2,1,0
1123,4,0,1,1
1124,4,3,2,0
1125,1,1,4,1
1126,1,3,5,1
1127,1,0,1,1
1128,1,4,3,3
1129,1,3,3,1
1130,1,1,1,0
1131,4,0,0,2
1132,4,3,0,3
1133,4,0,2,0
1134,4,0,2,3
1135,4,0,1,0
1136,4,1,0,3
1137,1,6,3,0
1138,1,1,1,2
1139,1,2,2,4
1140,2,0,0,2
1141,2,4,6,1
1142,2,4,3,1
1143,3,5,3,3
1144,3,4,2,0
1145,3,0,5,2
1146,4,1,3,4
1147,4,0,1,3
1148,4,1,1,4
1149,2,4,4,1
1150,2,4,1,0
1151,2,2,0,1
1152,1,0,6,1
1153,1,4,1,3
1154,1,6,0,4
1155,4,0,0,3
1156,4,0,2,4
1157,4,1,0,4
1158,1,6,5,1
1159,1,1,5,3
1160,1,6,4,0
1161,0,5,3,6
1162,0,2,6,3
1163,0,3,3,3
1164,0,2,0,2
1165,0,3,0,1
1166,0,1,0,5
1167,1,0,5,2
1168,1,0,2,3
1169,1,0,4,0
1170,1,0,4,0
1171,1,3,1,4
1172,1,2,1,2
1173,3,4,2,2
1174,3,3,3,3
1175,3,3,0,5
1176,3,3,4,6
1177,3,4,3,2
1178,3,3,6,2
1179,1,1,3,1
1180,1,2,5,2
1181,1,0,4,4
1182,2,0,1,4
1183,2,3,0,1
1184,2,1,4,3
1185,2,4,1,3
1186,2,0,3,4
1187,2,3,1,3
1188,3,1,0,2
1189,3,1,5,5
1190,3,1,4,3
1191,0,0,4,1
1192,0,0,3,6
1193,0,5,4,1
1194,3,2,0,6
1195,3,2,3,5
1196,3,2,3,0
1197,3,1,3,5
1198,3,1,0,0
1199,3,1,3,3
1200,1,5,4,3
1201,1,1,1,4
1202,1,1,2,2
1203,0,1,2,2
1204,0,3,4,3
1205,0,1,0,2
1206,3,1,5,0
1207,3,4,0,6
1208,3,4,4,5
1209,0,1,2,1
1210,0,1,0,4
1211,0,1,4,1
1212,3,2,4,3
1213,3,4,6,0
1214,3,4,4,5
1215,3,2,3,0
1216,3,3,4,0
1217,3,4,3,5
1218,2,2,6,3
1219,2,1,1,5
1220,2,5,1,4
1221,2,3,3,4
1222,2,3,4,1
1223,2,3,4,6
1224,2,5,4,1
1225,2,1,2,1
1226,2,1,1,1
1227,1,2,2,0
1228,1,5,4,3
1229,1,2,1,1
1230,4,2,0,3
1231,4,1,0,2
1232,4,0,0,4
1233,1,1,3,1
1234,1,2,4,0
1235,1,1,4,3
1236,0,0,0,4
1237,0,0,2,4
1238,0,2,4,3
1239,1,4,1,2
1240,1,0,0,2
1241,1,4,2,0
1242,1,2,1,4
1243,1,0,3,1
1244,1,6,4,5
1245,0,4,2,2
1246,0,3,1,5
1247,0,2,2,4
1248,0,0,3,1
1249,0,2,1,3
1250,0,6,2,4
1251,0,1,3,4
1252,0,0,2,2
1253,0,2,2,4
1254,0,3,2,5
1255,0,5,2,4
1256,0,6,4,4
1257,0,0,5,6
1258,0,5,1,3
1259,0,1,3,3
1260,1,4,3,0
1261,1,5,2,0
1262,1,4,4,5
1263,0,0,4,1
1264,0,3,3,4
1265,0,1,5,2
1266,2,1,2,1
1267,2,5,1,1
1268,2,2,4,5
1269,0,2,5,6
1270,0,2,6,4
1271,0,1,0,2
1272,1,1,6,5
1273,1,4,2,5
1274,1,5,0,5
1275,1,5,3,2
1276,1,1,6,5
1277,1,5,3,0
1278,3,2,3,6
1279,3,4,3,5
1280,3,4,3,3
1281,4,3,2,4
1282,4,1,0,4
1283,4,1,3,3
1284,3,4,4,5
1285,3,3,3,0
1286,3,3,5,1
1287,3,1,4,0
1288,3,1,4,0
1289,3,3,4,1
1290,3,4,3,0
1291,3,1,4,3
1292,3,2,4,3
1293,4,0,2,5
1294,4,3,0,3
1295,4,2,4,3
1296,1,4,0,2
1297,1,2,0,1
1298,1,1,3,1
1299,4,1,3,0
1300,4,0,4,0
1301,4,2,0,4
1302,4,0,5,0
1303,4,0,5,3
1304,4,0,3,4
1305,1,4,2,1
1306,1,1,2,0
1307,1,0,2,3
1308,2,1,1,3
1309,2,1,0,4
1310,2,4,2,5
1311,1,4,2,2
1312,1,1,3,5
1313,1,1,4,1
1314,2,3,6,5
1315,2,5,1,5
1316,2,2,3,6
1317,4,0,4,4
1318,4,0,0,0
1319,4,0,5,0
1320,1,0,3,5
1321,1,0,6,0
1322,1,1,4,0
1323,4,2,4,0
1324,4,0,6,2
1325,4,1,5,2
1326,2,6,3,5
1327,2,4,0,5
1328,2,1,2,0
1329,4,0,5,2
1330,4,3,6,2
1331,4,0,5,1
1332,1,2,3,5
1333,1,0,5,1
1334,1,0,0,6
1335,4,0,1,2
1336,4,3,1,3
1337,4,0,0,3
1338,2,0,0,1
1339,2,4,5,5
1340,2,3,1,5
1341,1,1,3,1
1342,1,3,1,1
1343,1,1,3,1
1344,2,3,5,3
1345,2,5,1,0
1346,2,5,5,0
1347,1,2,1,4
1348,1,3,2,1
1349,1,1,0,4
1350,1,2,0,1
1351,1,0,4,0
1352,1,2,2,1
1353,1,4,2,1
1354,1,3,2,3
1355,1,6,6,4
1356,4,3,0,0
1357,4,4,0,4
1358,4,1,2,0
